max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
7,5,102434072,7,5,8,63403,2,17,12,8,97262626,1069628,0.935
4,4,292463597,3,1,6,104599,12,12,21,6,64396117,957356,1.044
5,7,1023581774,7,1,6,29191,2,25,20,6,36701619,1030440,0.97
7,1,718006331,7,1,4,128561,15,26,6,2,60517648,874806,1.143
1,2,976153837,6,3,9,35957,7,10,30,7,35864006,966179,1.035
3,2,331860630,2,2,9,36955,10,28,21,6,48205910,994655,1.005
6,7,958835965,4,4,11,14463,13,19,4,7,109888168,1225871,0.816
1,5,524901200,6,4,3,26605,10,23,19,6,34552684,918890,1.088
1,8,965209107,2,4,14,34868,12,31,10,2,94719987,1036835,0.964
7,2,639562338,3,1,16,8289,8,29,19,2,106410156,1036621,0.965
8,6,920802447,3,4,4,6468,9,24,15,1,41919315,975116,1.025
4,6,429994795,6,4,3,18127,11,16,5,5,98163465,1134526,0.881
6,1,753048817,8,2,16,86877,14,31,2,7,53563196,1423929,0.702
2,5,722443848,4,4,7,16444,14,12,17,8,120270552,1008889,0.991
3,6,523096958,3,1,15,45822,16,18,18,2,130413696,1104217,0.906
5,8,192179361,3,1,13,12459,9,16,25,3,58124553,979040,1.021
6,6,637665659,3,2,4,103559,6,13,25,3,54793347,1083064,0.923
2,3,1005585807,4,4,6,46203,3,25,28,3,54987586,960738,1.041
6,8,716304062,3,5,16,40520,3,30,11,7,47684327,1198966,0.834
3,6,986622573,6,3,3,92877,5,19,2,4,119438385,941100,1.062
1,6,1006915383,6,2,4,112955,3,16,31,5,87686239,977263,1.023
8,1,875618668,2,4,10,129870,15,16,15,5,72260972,1105561,0.904
7,4,999738522,4,5,11,102431,2,23,9,7,95101523,995451,1.005
2,4,80844614,7,1,3,62877,8,23,25,2,77812001,1058583,0.945
3,4,921471476,3,3,2,44709,5,11,19,7,91848251,1095763,0.913
8,4,270546338,2,1,6,85001,3,19,20,6,103732152,1108893,0.902
3,8,190865331,3,2,9,57528,12,21,18,5,45370738,1107784,0.903
2,2,797716104,7,2,11,54666,3,7,30,8,120156055,1285804,0.778
5,4,664097717,6,3,15,42136,2,2,10,8,99924979,1199213,0.834
1,1,882374773,7,5,3,107989,7,26,4,3,99447105,1434199,0.697
7,1,780263415,8,2,8,16841,9,8,29,2,57715767,1055178,0.948
1,8,288146330,6,3,10,97006,5,17,13,3,40399816,1321141,0.757
3,2,234355134,2,3,14,110941,12,11,10,3,33934350,1096456,0.912
3,8,620665952,2,3,6,68784,13,26,32,3,37192712,1104572,0.905
5,5,82606220,8,3,13,130092,7,22,4,8,34575377,1065182,0.939
3,3,934621158,4,3,16,83615,15,18,21,8,41382569,1273213,0.785
2,6,708719110,7,5,5,73697,15,8,25,3,109905690,1158205,0.863
7,1,348219796,4,5,2,41508,12,23,29,3,78304142,1291137,0.774
2,2,855774708,8,4,12,83893,9,31,6,2,72001092,1110137,0.901
4,8,535388180,8,4,7,11553,12,19,26,1,106954733,1597980,0.626
4,5,588308718,7,4,16,44666,8,4,19,4,98505786,1497570,0.668
2,1,774507308,5,3,12,51182,5,8,13,3,110387306,1646399,0.607
1,4,934203014,4,2,11,88661,3,5,12,8,88577553,1471445,0.68
7,1,463087358,7,4,13,68082,16,25,16,3,89505320,1475814,0.677
2,8,439281782,5,1,15,6770,15,21,15,5,117555971,1405659,0.711
8,5,1071639407,5,5,7,100886,16,30,10,4,72472972,1256377,0.796
4,3,651503681,3,1,10,65180,9,19,17,6,34304436,1388036,0.72
7,3,280723654,8,1,8,14033,12,25,3,4,36109487,1104152,0.906
7,8,438492964,4,4,7,49541,5,2,23,1,104994295,1425187,0.702
3,2,194268581,8,3,2,85563,5,30,32,2,79832970,1414089,0.707
7,2,126029962,8,1,4,95410,13,6,30,6,115729624,1443972,0.692
1,5,933513524,3,3,7,91587,13,5,24,3,59121431,1146579,0.872
6,4,884560714,7,5,4,78476,7,25,32,2,120177570,1234331,0.81
2,5,577209780,6,1,7,128776,15,15,18,7,80423275,1415796,0.706
3,5,418116060,4,1,2,8793,16,26,7,1,115154643,1247775,0.801
4,8,464646817,8,4,2,38756,9,7,19,6,52316535,1456738,0.686
6,5,60365453,8,5,2,51251,3,4,24,2,50285492,1317698,0.759
4,6,400012066,3,2,13,104239,3,14,25,1,123207700,1515767,0.66
8,5,911787213,2,4,2,32445,9,3,20,3,132237755,1210078,0.826
6,1,932168380,5,3,13,119569,4,4,28,3,82627599,1008713,0.991
2,6,358329817,4,4,9,101729,12,2,4,1,64813444,1332125,0.751
2,8,866798914,3,1,5,39541,7,17,16,8,68623770,1472348,0.679
2,2,1043569550,7,2,14,50988,4,2,8,1,38795936,1135523,0.881
1,3,35527308,7,2,4,121165,7,25,8,6,67541267,1365439,0.732
6,1,510194310,2,2,6,68801,13,2,7,4,80056126,1241195,0.806
1,8,954579881,7,4,5,85002,5,20,27,2,81456654,1466269,0.682
8,5,138314264,2,5,15,126097,4,27,10,7,56307220,1080634,0.925
4,7,1062074968,8,1,11,77538,7,20,24,2,117236120,1281425,0.78
7,5,1037152912,6,1,10,83679,5,23,20,6,85358258,1231305,0.812
5,8,458687582,5,3,7,20915,13,18,26,7,86068585,1422171,0.703
1,3,529466801,6,1,13,27928,6,7,10,3,109892093,1672873,0.598
6,5,331795436,2,5,13,13945,8,22,9,2,58572862,1472426,0.679
7,5,241589346,5,5,5,101565,16,11,27,4,100504567,1626360,0.615
5,6,904093840,4,3,15,64527,4,30,23,7,134097329,1728244,0.579
1,4,218471715,6,2,7,12861,11,22,7,7,82901226,1648434,0.607
8,1,184469885,6,1,4,40059,9,18,27,8,117154975,1879865,0.532
3,1,182914391,3,1,11,55568,14,3,5,5,49137359,1708910,0.585
1,8,347533329,3,2,15,86875,11,15,12,3,99785947,1640737,0.609
2,4,748762652,2,4,7,84216,8,29,9,2,126894775,1509851,0.662
5,5,881780579,6,4,2,36780,15,27,21,8,34203544,1443361,0.693
2,4,239682447,5,2,6,48095,3,10,23,3,56109477,1622275,0.616
5,5,418664230,6,1,7,38730,7,27,21,1,98820927,1622589,0.616
7,7,1006047786,8,2,6,68080,13,5,20,4,76109985,1689294,0.592
2,5,423794348,6,4,8,102686,16,27,27,7,87579121,1802747,0.555
7,8,150226338,7,1,9,32279,5,2,14,1,84931343,1881042,0.532
2,5,375730498,6,5,9,108993,9,14,12,8,95814096,1674750,0.597
1,3,964542756,2,4,4,93112,12,13,15,7,37156239,1597727,0.626
4,3,187939462,2,5,13,45859,15,10,12,8,116098398,1830248,0.546
2,1,542379985,8,3,11,31803,16,2,2,3,114341853,1734214,0.577
2,3,446548970,8,2,5,11394,5,27,11,6,70682813,1614455,0.619
1,1,438295778,7,2,16,120973,10,15,32,5,93160644,1897529,0.527
8,7,789412994,8,4,15,67559,4,9,7,3,123560721,1678660,0.596
6,2,463650725,3,3,5,30236,12,22,23,2,98171030,1745864,0.573
6,3,560952252,7,2,6,83536,16,31,6,1,102029010,1737984,0.575
1,6,592935950,7,1,14,6414,4,24,21,6,107734641,1787779,0.559
6,4,1038464406,8,1,12,127440,14,8,15,3,69727861,1829203,0.547
1,8,128490062,4,4,4,124923,5,8,9,5,114243580,2010228,0.497
4,1,867405838,6,5,3,17502,2,5,9,6,87756021,1659552,0.603
2,6,695912816,3,4,6,66089,3,12,4,7,79739257,1699581,0.588
6,8,907541199,3,2,11,55186,13,24,6,1,70029813,1936314,0.516
3,8,539998922,2,3,5,59146,9,30,14,1,80839623,1950987,0.513
2,8,247787193,3,1,7,63200,7,7,31,1,108787645,1722284,0.581
3,7,516890068,8,4,15,14452,8,17,12,3,109191810,1687772,0.592
2,5,136992006,3,1,2,117836,10,13,8,1,39164759,1732958,0.577
5,1,295225777,7,2,6,124564,8,15,15,2,93657635,1894025,0.528
5,3,939126492,7,5,3,34032,9,8,23,8,132787336,1806919,0.553
5,4,132473723,4,5,8,45431,14,24,24,4,132002419,1716549,0.582
8,4,517767170,6,2,9,64383,15,30,29,6,127952310,1785105,0.56
7,2,258724482,8,4,14,46409,14,10,28,7,88878603,1691712,0.591
2,1,788931950,8,2,15,45188,13,2,6,5,111982885,1738477,0.575
6,4,242846951,4,3,2,21126,4,31,28,7,55448133,1512772,0.661
5,7,833581980,3,4,2,25430,14,24,11,4,118683569,1655911,0.604
8,7,910424430,5,5,8,86284,6,5,9,1,78986442,1656976,0.603
8,5,497552780,8,4,9,72003,11,26,22,6,71309139,1573903,0.635
6,6,723672036,5,4,4,33229,16,24,16,2,58734201,1600940,0.625
8,6,380473512,3,5,3,28385,11,18,11,8,44375753,1515484,0.66
8,8,774039323,3,4,7,50137,13,14,5,3,73019895,1520057,0.658
7,7,1015126245,2,1,12,28937,11,32,20,7,121250312,1962623,0.509
1,1,574009841,8,3,7,50080,15,19,21,8,51697108,2046274,0.489
1,3,551700259,2,5,13,31133,14,29,17,3,69875549,1974466,0.506
4,5,162866160,6,1,14,73021,8,23,11,6,45064514,1361057,0.735
2,5,857550507,2,3,15,110535,14,10,31,3,42470509,1636195,0.611
7,2,679511025,5,3,16,23470,16,28,18,4,78406564,1637253,0.611
3,5,992375975,4,4,13,94238,11,16,22,1,108183219,1581540,0.632
4,7,380437190,3,3,10,123522,4,10,19,3,44372450,1820213,0.549
3,1,783260924,7,1,12,64501,3,31,23,2,63865681,1810134,0.552
7,2,1054578973,7,1,13,119611,15,16,25,3,45189701,1152899,0.867
5,5,150020496,6,4,7,114992,7,4,25,2,83325408,1974926,0.506
5,6,618469586,7,3,14,108782,5,23,5,6,120002864,1628165,0.614
1,6,482322657,5,2,13,15558,2,8,10,4,67654059,1554095,0.643
1,5,104147130,5,3,6,27928,7,27,28,5,86378700,2361202,0.423
4,3,734144219,8,5,2,18235,15,9,12,4,58090720,446659,2.239
4,4,911438351,7,3,6,65684,7,31,26,2,76033320,1254898,0.797
1,2,444734476,5,1,4,42460,13,7,26,1,107273883,997677,1.002
6,6,405070499,5,5,4,119663,16,21,5,1,58161935,668018,1.497
8,4,656333198,2,2,13,89782,14,23,4,8,50081594,1946911,0.514
2,1,576895903,2,3,16,95608,14,4,12,1,120678655,1639903,0.61
4,8,900435293,5,5,3,51183,15,31,25,3,53163054,1604574,0.623
2,2,419552287,5,3,9,20469,9,14,4,6,104857084,871194,1.148
7,3,694583741,7,5,11,15793,7,8,19,1,35629696,1295199,0.772
7,3,26221210,8,5,11,123911,15,23,22,8,50718611,791587,1.263
2,1,1059855421,5,2,15,12078,15,16,28,8,121917331,1051658,0.951
4,3,610083350,6,2,6,101523,11,22,5,4,98157451,1659621,0.602
6,3,648316435,5,2,12,72310,7,6,7,8,101939483,1373117,0.728
8,3,131885249,4,4,7,113593,4,22,24,3,35614058,1610290,0.621
7,7,625473325,8,2,10,75651,11,14,17,5,50740782,1403018,0.713
5,8,933558474,6,3,5,38294,6,2,2,4,57631054,1444318,0.692
7,1,1001441315,5,2,12,116422,13,18,28,6,62860920,1288140,0.776
8,6,540718002,7,2,7,94182,2,19,17,8,128277983,908153,1.101
2,7,499854031,4,5,8,31219,15,18,24,2,92666947,896259,1.116
8,5,640727342,3,3,11,9785,15,7,15,1,127574992,1407431,0.71
5,2,1015158064,5,4,3,54902,8,29,4,7,114651824,802442,1.246
1,4,148012913,8,4,11,123199,12,9,5,8,75997379,913416,1.095
6,1,650983895,4,5,10,9901,12,13,18,6,114314861,759802,1.316
6,7,723911673,6,4,9,88713,13,24,14,3,98814193,1147846,0.871
7,4,237433765,2,3,13,111447,14,10,14,7,59071399,1050180,0.952
8,8,54894002,3,3,4,101819,10,3,4,3,120330751,964457,1.037
6,1,284699040,2,3,6,106351,6,17,17,2,128212771,1032973,0.968
3,8,772582171,4,4,14,126933,15,5,21,6,56090355,1355252,0.738
6,6,534483642,2,3,13,53974,10,18,15,8,98754959,1226605,0.815
7,8,348786221,5,1,9,55705,14,21,26,5,107508536,989290,1.011
2,1,833050437,8,1,9,109618,6,12,22,6,102332106,1255800,0.796
2,8,210736336,2,5,10,7862,15,30,31,7,83406387,1402953,0.713
1,4,273603609,4,5,5,7751,13,29,14,2,93041131,1437684,0.695
4,7,413001978,5,1,12,32923,4,30,21,7,121508952,1665320,0.6
1,6,1017846344,3,4,8,116054,2,21,15,2,42660223,1337216,0.748
7,5,251787745,5,5,7,18859,8,14,11,7,130727846,1784818,0.56
5,5,546043006,8,5,6,72279,6,14,28,6,95112478,1451448,0.689
4,1,984976320,6,5,3,21619,2,3,26,7,107168937,1636487,0.611
7,6,964351398,8,5,7,74356,13,18,29,3,106697569,1709390,0.585
8,1,964968613,5,5,8,20514,12,30,16,6,104054189,1538845,0.65
8,1,103240265,8,1,4,34890,5,15,17,6,126751853,1626270,0.615
2,2,951543973,7,3,10,94361,13,4,26,6,47842915,1606818,0.622
2,2,307165725,3,1,4,39808,12,11,11,4,58967979,1700665,0.588
8,6,708440571,7,4,10,30878,9,21,16,6,108732559,1692921,0.591
4,1,849637691,7,3,7,102189,4,25,32,2,129506989,1629341,0.614
5,2,465519181,4,4,13,13060,7,26,17,6,109566671,1637711,0.61
7,7,292555659,4,5,10,17371,16,5,14,8,124081359,1538890,0.65
5,5,161545415,6,5,4,80884,2,20,25,3,111939293,1585200,0.631
4,4,998460807,4,5,14,93990,5,4,22,2,122425872,1401655,0.713
7,2,604370036,3,2,6,16571,3,31,32,2,37950740,1757432,0.569
3,5,158994903,8,3,3,17372,7,10,29,8,133094068,1493067,0.67
5,7,274253354,8,1,2,58851,4,12,12,4,56396729,1712108,0.584
5,5,496570086,7,2,13,107522,7,3,12,6,111233713,1587677,0.63
6,3,101495387,7,1,6,103831,5,21,20,8,59806119,1139017,0.878
4,3,227621321,3,1,15,78457,2,2,15,4,80015810,1815452,0.551
6,2,208627783,8,4,6,111261,9,28,23,6,93784589,1869679,0.535
6,5,588055841,4,5,5,130269,6,18,22,6,113787004,1642977,0.609
1,1,523824000,6,1,2,98713,3,18,9,4,90868547,1396291,0.716
3,4,255097019,4,3,4,63074,9,15,12,4,113800803,1611608,0.62
3,8,442437722,6,1,6,9473,4,5,30,5,128049078,1840607,0.543
6,2,918542321,2,1,8,108706,13,29,12,2,99384149,1591971,0.628
2,7,451901307,4,2,6,120993,9,10,31,3,98431653,1769222,0.565
3,4,27402755,7,4,6,63096,9,24,28,7,112406207,1762294,0.567
5,1,1073156955,3,4,7,78577,10,6,6,3,130988373,1596016,0.626
8,5,705525666,6,4,3,127569,16,26,17,8,47005178,1473363,0.679
5,3,567282896,6,4,8,125059,13,2,8,5,100126698,1358422,0.736
7,7,862794412,4,4,10,116112,7,18,5,2,92024060,1437965,0.695
2,7,93156578,3,5,6,55763,5,6,21,6,58821928,1670179,0.599
1,7,594125025,3,1,10,29589,11,31,27,3,92797650,1434512,0.697
4,8,1055769680,3,1,8,51741,3,2,5,5,56344597,1652471,0.605
3,6,206449773,5,4,2,50331,4,28,29,2,106762249,1464647,0.683
6,1,649793880,8,3,2,71096,7,12,28,6,85485031,1716888,0.582
4,6,820564669,4,1,5,69891,6,29,27,3,88192768,1537614,0.65
7,5,513571963,8,3,7,117844,14,12,18,5,102066981,1520218,0.658
8,8,384467441,7,2,14,65804,11,24,31,2,109150138,1761974,0.567
2,1,37746388,8,2,3,6071,13,14,13,1,95484948,1732813,0.577
7,2,430025241,2,2,15,97652,2,18,22,6,130662111,1647223,0.607
8,6,592686142,8,3,8,63938,7,23,4,6,120730970,1607662,0.622
7,8,583817441,4,2,15,15013,2,2,29,6,85228192,1645849,0.607
2,5,65643917,8,2,7,126620,5,12,15,2,58597161,1793046,0.558
8,4,546945227,3,3,6,89382,13,4,23,6,128205366,1592950,0.628
6,8,689588129,8,5,3,31559,9,27,19,5,54116199,1798635,0.556
7,4,53333459,5,5,4,26389,11,8,26,2,88703374,1534410,0.652
3,3,798173126,2,4,13,93173,15,16,17,2,46995792,1570127,0.637
8,7,99906806,7,1,5,8267,9,22,14,6,53977866,1534912,0.651
8,8,817388810,7,3,8,120718,11,20,19,6,43058163,1707766,0.585
8,7,6395799,4,3,7,19115,15,11,5,1,132671700,1770227,0.565
7,6,100741596,6,5,10,96870,12,4,21,8,121357194,1670944,0.598
2,2,76298444,2,2,4,41418,11,14,4,5,132945369,1477842,0.677
5,8,884323878,6,3,11,28814,3,3,8,4,127710889,1518870,0.658
4,4,864292374,7,2,5,20367,2,22,30,7,69300404,1719788,0.581
2,1,616776438,7,3,13,101980,16,27,27,1,66933551,1796938,0.556
1,1,549893137,5,5,8,65192,2,9,12,6,125259890,719350,1.39
8,1,7962478,8,1,13,71183,6,3,15,7,117544812,1924449,0.52
6,7,491990320,7,3,4,35970,15,13,20,5,37176816,969003,1.032
6,5,440280574,8,1,16,83341,8,15,17,4,46493636,825795,1.211
3,1,294172749,6,1,6,92793,2,7,7,8,126280975,1364343,0.733
5,7,297131118,5,4,16,124669,3,7,2,8,75070282,850693,1.175
3,2,294863996,2,1,3,35129,9,10,24,4,97697686,1050862,0.952
5,3,570997918,2,1,3,126677,2,15,23,6,35986762,1137131,0.879
3,6,35969358,4,2,8,73049,10,31,13,2,132772355,829093,1.206
5,5,224392726,7,1,16,112563,2,13,17,1,59370860,1136394,0.88
7,8,719046117,8,5,16,124092,4,8,2,7,67590559,1054088,0.949
7,1,71577783,2,5,12,81250,12,20,24,6,81859819,1205956,0.829
1,4,991829958,3,5,3,42791,16,3,8,1,81726507,1254264,0.797
1,3,185128178,4,1,12,116131,11,14,16,6,104989102,1343138,0.744
3,5,997133611,7,5,10,99744,10,5,24,5,80922670,1916024,0.522
6,8,903747255,2,5,16,11318,14,15,26,3,45632946,1483116,0.674
3,4,285088784,5,5,8,50252,4,11,18,6,119203690,1545000,0.647
8,5,875432496,8,1,2,104067,11,21,14,6,105848216,1386406,0.721
6,4,623835342,5,3,3,97777,5,5,27,8,78783814,1755947,0.569
2,6,138879138,2,5,2,118652,6,16,2,2,89086344,1600650,0.625
6,5,67596140,8,4,16,62057,2,22,22,5,92512457,1291460,0.774
2,4,716676330,3,2,9,91110,15,20,11,3,123495015,1740995,0.574
8,3,137906504,7,1,16,49173,13,24,2,6,123580105,1577929,0.634
4,8,624593377,8,4,15,67833,7,21,12,3,41197014,1687937,0.592
7,5,660712499,3,1,16,73654,5,32,16,4,79337741,1512355,0.661
3,6,958838880,2,3,11,14326,9,30,21,7,48458231,1692239,0.591
7,8,17336312,6,5,4,96561,2,9,31,7,61884369,1360916,0.735
8,6,1049192501,2,3,7,41252,3,32,13,6,119026047,1788950,0.559
5,8,668370602,3,5,5,20468,7,11,18,6,54253122,1485217,0.673
7,8,881625192,3,4,6,63449,12,23,26,2,101491574,1761710,0.568
3,5,243938095,3,4,15,90684,5,12,2,7,124996731,1663187,0.601
5,4,938493285,8,4,4,31139,15,11,26,8,127970865,1743059,0.574
6,6,305004936,3,4,9,125549,12,30,9,4,48902542,1570406,0.637
5,1,300685297,8,4,10,127128,13,12,6,5,84815828,1044522,0.957
5,5,689201860,2,5,15,74797,7,7,10,7,94550289,1521736,0.657
3,2,161016772,6,2,4,28081,4,26,30,2,45809693,1559001,0.641
6,7,325895917,5,4,4,89657,16,10,32,1,40347654,1549112,0.645
5,8,853190079,7,1,6,35013,9,30,31,5,76231018,1708137,0.585
8,3,846626246,2,5,2,45679,13,3,22,5,126131627,1773533,0.564
5,8,679945725,6,1,4,69525,16,26,21,8,49031651,1836446,0.544
5,6,927558035,4,2,5,67922,13,28,17,5,125184651,1745176,0.573
3,3,215941762,5,3,5,64071,8,5,30,1,52354125,1742436,0.574
1,7,510725040,7,3,12,121078,7,3,11,7,34525304,1545516,0.647
6,8,368412461,2,1,7,130443,5,21,19,5,103397177,1771403,0.564
6,6,741816857,5,3,4,57520,5,24,3,5,93185064,1681531,0.595
1,8,16576221,7,1,10,61441,9,4,15,5,104339919,1659883,0.602
4,5,112179821,2,4,6,117290,6,24,9,8,111544569,1719356,0.582
6,5,84079039,2,1,13,118546,15,11,16,5,128180967,1792522,0.558
1,1,916230791,2,5,3,24097,5,15,17,2,90368045,1635991,0.611
5,5,1065703287,3,2,15,63590,10,32,31,4,85418957,1778663,0.562
1,3,692337201,8,1,11,110776,13,16,23,1,116606895,1279875,0.781
3,7,1020524484,2,3,15,79733,4,11,26,2,132938221,1229213,0.813
8,4,118088310,6,4,11,79164,13,7,18,1,82745220,1494491,0.669
4,7,777792439,4,1,2,126187,7,25,8,1,52372595,1499108,0.667
8,1,955641726,6,2,4,21285,6,25,18,4,45681872,1315498,0.76
4,4,1044236058,6,1,14,112678,6,19,23,5,100751013,1375867,0.727
4,2,512479013,2,3,16,22774,15,23,19,4,36264491,1751264,0.571
3,8,14109408,2,5,11,128531,5,17,18,4,129169735,1730325,0.578
8,1,753162029,8,3,3,70174,9,25,16,1,130844566,1378969,0.725
4,7,105294529,6,4,3,38095,2,11,5,4,102041718,1623413,0.616
1,7,852476814,4,1,4,121727,8,10,13,2,37322079,1555364,0.643
7,3,310466283,5,4,7,36651,15,25,4,7,124871181,1373558,0.728
5,4,154356421,4,4,4,10903,7,31,15,6,127944378,1063473,0.94
1,8,128133136,5,3,7,12104,4,10,3,1,103538631,1348077,0.742
6,7,672780562,4,4,11,91678,6,13,8,2,70058052,1268473,0.788
7,6,172105863,5,2,9,121520,2,2,14,7,70600265,1288087,0.776
7,5,325869274,5,4,9,93687,14,24,26,3,88395809,1059702,0.944
4,7,549226057,2,2,7,109537,8,6,27,8,115121872,1203746,0.831
5,7,885301363,6,1,3,104527,5,32,2,5,95468525,1542878,0.648
3,3,601577592,7,2,4,17093,7,17,28,4,79005851,1681890,0.594
8,5,887880067,5,3,11,20380,16,21,29,8,114439964,1491388,0.67
1,1,343911742,7,4,3,28842,14,7,17,7,129378868,1758866,0.568
6,3,246735816,5,5,16,120291,16,29,32,4,120638258,1527223,0.655
5,4,950928368,8,3,3,13786,6,3,31,8,45193417,1926941,0.519
7,6,758391471,3,2,3,129962,3,10,22,5,130024423,1707166,0.586
5,7,588941028,6,3,15,109094,13,9,20,8,93001589,1463184,0.683
8,1,1063348147,8,4,14,56759,13,10,27,1,126505984,1553180,0.644
8,6,620502925,8,4,2,60423,8,15,28,3,133241519,1729325,0.578
7,8,624313436,3,1,10,99585,15,8,18,7,97504399,1288467,0.776
5,1,31713815,4,3,11,31718,2,6,31,3,34968714,1473383,0.679
3,5,94729373,7,5,16,72883,16,16,21,2,118251049,1740074,0.575
6,2,882995043,4,3,6,90547,3,14,5,6,98024204,1587767,0.63
5,7,4299631,6,3,5,41312,2,3,2,7,66311922,1757873,0.569
7,6,80629764,5,5,16,12482,6,22,17,1,71012507,1206617,0.829
7,7,418826419,7,3,5,104152,7,29,26,1,96931245,737636,1.356
6,8,267491847,4,2,2,52147,14,4,14,8,85826508,1362206,0.734
5,7,71232557,5,2,10,105474,7,4,4,8,76703674,1393994,0.717
2,4,856509043,6,3,12,65345,3,21,17,3,125421060,1335814,0.748
2,2,457576880,7,1,4,8882,16,17,19,1,94439337,1517202,0.659
4,1,863639154,5,2,14,44408,9,29,15,4,36907300,1370698,0.729
6,3,132295482,2,1,2,46573,4,4,30,5,81120557,1564822,0.639
3,5,418378896,6,3,13,58828,4,28,30,2,109914917,1671846,0.598
4,1,879721188,8,3,13,32196,8,5,3,5,84339953,1678536,0.596
2,8,561030814,8,4,3,111092,4,14,13,1,45835148,854654,1.17
5,1,116829384,7,3,8,75877,7,29,2,2,57462909,1594364,0.627
1,6,927258119,4,1,11,36006,4,31,11,6,125956348,1068186,0.936
4,4,374865353,7,1,11,123964,6,19,8,7,39618526,969883,1.031
2,6,932997113,2,1,13,58237,3,14,7,1,46521175,515821,1.938
1,1,217695099,5,1,4,110088,3,14,25,3,133221466,1605182,0.623
8,7,68874217,3,5,14,47436,8,29,23,4,110502254,1493939,0.669
5,6,389592840,4,2,3,22695,2,19,3,1,79664234,1620104,0.617
1,2,390537656,7,4,10,29918,7,20,6,6,42279461,1471837,0.679
8,1,765580240,6,1,3,65953,4,20,14,3,118421228,1451115,0.689
8,8,110604891,5,4,15,33344,14,5,18,1,36322640,1622220,0.616
4,3,635431607,6,2,12,71141,12,17,11,8,115993935,681658,1.467
5,6,203134738,6,2,5,4532,12,6,22,4,58501883,525673,1.902
5,3,480386565,2,4,16,116846,12,15,22,3,43760511,672002,1.488
4,7,839655696,2,2,7,97223,6,12,22,5,81223806,1375824,0.727
6,2,49860117,8,4,2,7436,9,22,32,6,95871934,790069,1.266
7,4,764248620,2,2,15,36956,14,8,14,4,109483425,539310,1.854
5,6,534843496,7,2,5,7094,7,13,6,2,38282014,778861,1.284
8,7,728539991,6,4,6,53668,14,12,28,1,95207667,869378,1.15
5,8,844878853,4,5,12,121514,10,4,9,7,133760328,1618796,0.618
6,5,431696238,3,2,6,31216,13,6,3,8,104395485,1670679,0.598
4,8,1015362916,8,3,5,90415,10,29,22,4,72510526,1718186,0.582
1,2,700448225,2,2,9,36435,13,3,13,4,103202738,1447903,0.691
8,8,454821604,2,3,6,28410,7,3,30,6,76285396,1393823,0.717
7,8,533771191,8,5,2,27273,2,18,16,1,89621510,1428302,0.7
6,1,377042287,7,1,7,30959,14,31,6,6,90402595,1117000,0.895
4,3,252244627,5,2,11,13821,5,5,32,7,37719970,648769,1.541
4,4,719282478,4,4,14,92620,3,21,4,4,52825479,1494069,0.669
3,5,1064653897,2,2,14,77511,9,3,29,2,127922215,947144,1.056
4,3,383871680,3,2,15,68595,9,8,2,4,68910659,1226771,0.815
7,7,892514354,3,5,9,67982,4,30,23,6,133635211,1297757,0.77
8,8,722641591,6,3,8,90946,13,23,19,1,95591360,1206301,0.829
5,8,1025727735,7,3,5,111760,3,8,32,5,114056461,1355360,0.738
8,2,1023777530,5,1,7,16828,14,4,14,3,69006448,1631531,0.613
5,2,90072071,6,5,12,60974,15,7,4,1,39514449,1387018,0.721
5,5,152509893,6,2,12,12424,2,7,31,7,37125037,1190089,0.84
4,3,957316430,3,5,4,76766,2,9,28,7,71818876,1735375,0.576
6,7,909221316,4,1,6,100605,2,24,26,6,120042199,1534455,0.652
5,1,93309174,3,3,3,29083,6,29,5,7,77785864,1453558,0.688
2,3,461842238,4,4,11,47253,16,10,7,8,34919571,1292450,0.774
2,1,941958160,6,5,8,20524,2,11,25,3,108034089,1509773,0.662
5,7,616117793,5,1,8,109146,6,6,32,1,46163206,1564749,0.639
6,4,1061461422,3,5,12,49580,15,27,18,6,127848728,1813456,0.551
4,2,830576589,8,3,4,41057,15,25,13,5,114347826,1618856,0.618
4,1,510395597,8,5,14,35445,9,7,6,6,76352796,1703954,0.587
1,5,406407735,5,1,7,86081,4,3,21,8,113752141,1336314,0.748
3,7,961600148,8,2,10,75444,16,23,2,2,76322131,1071291,0.933
6,6,673228509,8,1,11,4255,9,5,18,1,122602887,1411336,0.708
5,5,579091724,8,5,5,46029,16,3,3,6,69749736,1584055,0.631
6,3,617419570,2,1,6,130601,10,24,8,1,35073526,2035349,0.491
7,6,954319456,4,3,11,112959,2,18,7,2,70857129,1336785,0.748
8,2,999937520,8,4,14,63256,10,26,23,5,112833413,1669585,0.599
5,8,67822899,4,2,14,111384,6,10,19,1,124548283,1631739,0.613
6,7,239742584,7,1,11,109160,5,12,30,1,113370691,1777363,0.563
2,1,149565878,8,5,6,65581,16,9,22,5,62816653,1858884,0.538
6,1,567642451,5,5,15,63060,4,20,21,6,76650447,1478837,0.676
6,4,693665338,3,1,13,110764,15,10,10,2,41058570,1488485,0.672
5,7,446425712,3,4,16,11127,7,6,9,1,51472959,1795922,0.557
